order_id,user_id,amount,quantity,created_at,status
A3420,0305,401.06,1,2025-11-20T23:10:00Z,Paid
A1618,0034,210.47,9,2025-07-01T08:17:00Z,Paid
A4584,0487,397.8,1,,Paid
A3849,0564,451.12,3,2025-06-13T03:27:00Z,refunded
A3023,0468,140.9,6,2025-03-26T18:52:00Z,PAID
A3964,0236,278.41,4,2025-02-28T11:50:00Z,Refunded
A4534,0367,195.38,3,2025-07-16T09:56:00Z,Refunded
A3334,0766,376.07,8,2025-12-16T11:31:00Z,Pending
A1415,0770,44.51,7,2025-05-12T23:26:00Z,
A2025,0683,275.0,6,2025-05-27T08:58:00Z,PAID
A4333,0620,245.33,9,,paid
A2008,0322,125.87,,2025-10-12T00:24:00Z,
A1573,0117,119.62,6,2025-02-08T23:54:00Z,PAID
A3669,0386,325.28,7,2025-03-05T01:31:00Z,Pending
A2162,0523,120.24,9,2025-09-28T13:36:00Z,Pending
A2347,0766,429.91,9,2025-10-26T18:38:00Z,paid
A3909,0552,222.38,4,2025-04-21T23:12:00Z,Paid
A0184,0124,34.62,6,2025-03-20T14:08:00Z,refunded
A4880,0761,143.73,7,2025-08-12T00:12:00Z,Refunded
A0131,0074,195.69,9,,Pending
A0157,0775,380.78,9,2025-07-29T14:26:00Z,Paid
A0978,0382,217.52,6,2025-02-24T21:28:00Z,Pending
A2650,0257,50.89,7,2025-06-19T17:49:00Z,paid
A3664,0881,152.62,7,2025-03-03T20:28:00Z,Pending
A0894,0667,,1,2025-09-09T09:22:00Z,Paid
A1006,0237,389.1,,2025-07-13T06:02:00Z,
A2829,0389,29.06,3,2025-10-12T07:56:00Z,refunded
A3055,0609,277.01,9,2025-09-28T04:57:00Z,Paid
A2320,0266,5.63,5,,Refunded
A4800,0264,236.9,,2025-04-08T01:31:00Z,refund
A0739,0478,69.95,5,2025-11-22T17:48:00Z,Paid
A0156,0420,349.82,9,2025-02-21T23:35:00Z,refunded
A3527,0011,383.24,7,2025-03-24T07:59:00Z,refund
A4123,0358,170.89,1,2025-02-25T22:46:00Z,refunded
A4215,0922,218.13,5,2025-09-19T09:44:00Z,refund
A1428,0388,499.2,,2025-05-01T07:27:00Z,Pending
A4029,0591,258.15,7,2025-07-12T17:41:00Z,
A4407,0629,92.41,2,2025-03-05T03:27:00Z,PAID
A2654,0481,474.65,8,2025-01-23T17:19:00Z,Refunded
A0145,0343,494.39,1,2025-07-18T08:02:00Z,Refunded
A4524,0816,381.47,,2025-03-10T06:43:00Z,Paid
A3389,0384,351.85,,2025-10-17T15:10:00Z,PAID
A0817,0471,473.96,,2025-09-13T05:15:00Z,refund
A4872,0794,335.91,8,2025-12-14T23:28:00Z,
A4829,0258,49.94,2,2025-10-19T15:18:00Z,
A0240,0426,460.93,1,2025-10-28T12:14:00Z,refunded
A3343,0840,270.99,9,2025-11-06T02:14:00Z,refunded
A4653,0579,446.05,5,2025-04-11T02:53:00Z,Paid
A1242,0525,274.15,6,2025-10-15T08:03:00Z,Refunded
A4012,0755,118.64,1,,refund
A0752,0267,330.86,8,2025-04-14T01:29:00Z,refund
A0839,0037,73.28,1,2025-11-20T01:35:00Z,
A4335,0073,242.09,4,2025-10-13T19:06:00Z,Refunded
A3484,0101,373.88,6,2025-07-29T08:19:00Z,
A4865,0028,474.8,1,2025-01-24T05:39:00Z,refunded
A0520,0057,,,2025-02-10T08:06:00Z,Paid
A0066,0850,80.17,3,2025-05-03T02:41:00Z,PAID
A2375,0722,468.63,5,2025-08-18T11:13:00Z,refund
A1522,0473,98.49,4,2025-05-07T05:05:00Z,Pending
A3821,0737,160.46,7,2025-05-25T15:03:00Z,PAID
A3969,0048,348.49,4,2025-06-17T01:24:00Z,
A3022,0486,221.04,8,2025-06-21T00:58:00Z,refunded
A4226,0207,,8,2025-08-23T03:04:00Z,refunded
A4003,0349,69.57,8,2025-03-13T09:34:00Z,paid
A3073,0771,118.33,2,,
A3624,0799,57.08,6,2025-09-21T16:49:00Z,refund
A4331,0450,13.76,3,2025-04-10T01:23:00Z,PAID
A4098,0146,292.78,8,,refund
A1199,0538,406.88,7,2025-06-10T10:14:00Z,refund
A0727,0812,405.02,7,2025-07-09T23:29:00Z,Refunded
A3536,0052,,3,2025-03-16T09:52:00Z,refunded
A1359,0307,7.17,5,2025-05-07T17:14:00Z,Refunded
A4040,0501,258.49,5,2025-09-07T22:10:00Z,
A2951,0798,248.28,5,,Refunded
A0389,0265,224.12,8,2025-09-10T18:23:00Z,paid
A2277,0440,267.91,1,2025-10-31T08:46:00Z,PAID
A1128,0237,370.35,,2025-10-22T20:41:00Z,Refunded
A3760,0279,,4,2025-12-21T16:01:00Z,PAID
A0771,0062,392.36,5,2025-10-21T02:16:00Z,PAID
A0492,0571,292.09,3,,PAID
A4591,0666,411.45,3,2025-09-08T20:51:00Z,refunded
A0089,0515,76.19,2,2025-08-05T05:30:00Z,refunded
A0242,0709,41.21,7,2025-03-29T02:40:00Z,paid
A3577,0006,18.51,1,,
A0948,0931,132.91,5,2025-06-24T13:27:00Z,refunded
A2772,0223,450.84,5,2025-01-14T05:11:00Z,Refunded
A1912,0791,325.52,3,2025-01-26T07:33:00Z,paid
A4248,0501,493.1,8,2025-05-29T02:00:00Z,refunded
A4753,0391,18.83,6,2025-01-17T06:57:00Z,
A3889,0837,222.01,5,2025-10-06T03:52:00Z,Refunded
A0234,0061,422.09,4,2025-07-11T11:02:00Z,refunded
A3474,0436,10.62,9,2025-08-10T08:34:00Z,refund
A1582,0671,266.45,2,2025-11-01T23:05:00Z,refunded
A0159,0499,376.74,9,2025-12-21T11:17:00Z,refunded
A2669,0706,398.75,3,2025-04-12T04:56:00Z,paid
A3831,0834,420.53,,2025-03-22T04:55:00Z,PAID
A2564,0575,219.23,,2025-10-26T14:45:00Z,Paid
A2963,0360,175.23,1,2025-08-03T11:24:00Z,refund
A0200,0305,,9,2025-12-11T14:50:00Z,Paid
A4683,0962,423.98,9,2025-09-25T18:40:00Z,paid
A3743,0248,25.9,3,2025-07-28T03:39:00Z,
A0744,0484,227.6,1,2025-01-14T17:15:00Z,
A0049,0469,465.22,4,2025-04-25T17:18:00Z,refunded
A1775,0816,198.59,,2025-01-22T13:01:00Z,
A1756,0260,158.61,9,2025-03-09T02:59:00Z,Paid
A1558,0486,329.0,5,2025-07-22T15:33:00Z,refund
A1482,0393,290.36,3,2025-04-02T14:00:00Z,paid
A3526,0352,221.34,2,2025-08-28T12:11:00Z,paid
A2387,0998,436.99,1,2025-06-29T12:27:00Z,Pending
A1373,0903,349.36,7,2025-04-18T19:33:00Z,Refunded
A0757,0441,,3,2025-04-03T01:21:00Z,refunded
A2179,0231,329.77,3,2025-03-27T05:47:00Z,paid
A4324,0483,123.96,3,2025-06-25T01:01:00Z,Pending
A4244,0594,,6,2025-12-15T12:06:00Z,
A2223,0892,483.67,5,2025-09-20T05:54:00Z,Paid
A2824,0526,136.45,9,2025-11-30T15:37:00Z,Refunded
A3383,0093,250.6,8,2025-10-02T09:24:00Z,Refunded
A2615,0350,11.05,8,2025-07-20T21:02:00Z,PAID
A0127,0260,370.12,3,2025-04-19T06:26:00Z,refund
A0512,0021,,2,2025-12-22T04:34:00Z,
A4021,0041,47.82,5,2025-04-11T01:01:00Z,Refunded
A1680,0169,166.2,,2025-07-07T18:33:00Z,
A0041,0141,206.04,9,2025-08-07T17:22:00Z,Pending
A0106,0837,327.56,2,2025-01-27T18:49:00Z,refunded
A0006,0055,197.93,5,2025-02-24T16:22:00Z,PAID
A0087,0128,94.59,3,2025-05-20T23:12:00Z,Pending
A1209,0709,272.87,5,2025-04-06T10:18:00Z,paid
A4608,0974,97.24,4,2025-04-09T21:54:00Z,paid
A2173,0985,,5,2025-07-20T22:49:00Z,PAID
A3185,0979,438.03,7,2025-12-18T03:56:00Z,refunded
A1852,0448,111.14,2,2025-01-25T08:20:00Z,refund
A2623,0283,460.88,3,,paid
A4325,0192,437.7,1,2025-07-30T05:03:00Z,PAID
A2061,0420,220.63,1,2025-03-05T20:44:00Z,Pending
A1803,0589,265.74,7,2025-07-17T20:57:00Z,PAID
A0678,0450,358.84,4,2025-05-27T16:40:00Z,Pending
A4526,0675,161.89,8,2025-06-24T19:44:00Z,Pending
A3862,0792,356.42,8,2025-02-23T14:31:00Z,refund
A1376,0465,,4,2025-04-29T22:17:00Z,Paid
A3535,0599,51.74,4,,Paid
A2286,0400,118.56,4,2025-01-14T16:15:00Z,PAID
A0205,0670,292.08,5,2025-05-14T04:41:00Z,refunded
A4264,0048,96.43,7,2025-02-05T06:04:00Z,PAID
A3765,0999,16.09,7,2025-10-03T06:40:00Z,refunded
A2067,0024,,9,2025-07-01T09:40:00Z,refunded
A3356,0315,435.43,5,2025-01-30T04:45:00Z,Refunded
A4735,0225,119.93,7,2025-07-13T06:35:00Z,refunded
A1230,0396,319.92,5,,refund
A3981,0402,116.64,2,2025-06-11T16:48:00Z,refunded
A0041,0141,206.04,9,2025-08-07T22:22:00Z,
A3730,0047,374.11,,2025-11-27T17:03:00Z,Pending
A2259,0678,237.43,2,2025-10-02T11:16:00Z,Paid
A3947,0196,210.09,4,2025-11-15T23:55:00Z,paid
A0203,0274,123.72,7,2025-03-17T05:46:00Z,refunded
A1324,0846,,8,2025-08-07T05:52:00Z,Refunded
A0733,0106,,2,2025-09-24T09:44:00Z,paid
A3740,0289,375.15,4,2025-12-19T23:30:00Z,refunded
A4726,0342,,4,2025-07-09T08:38:00Z,paid
A4572,0400,163.17,3,2025-09-30T01:20:00Z,paid
A2600,0634,217.81,5,2025-05-16T22:04:00Z,Refunded
A1619,0460,373.17,8,2025-02-20T05:57:00Z,paid
A4823,0133,113.59,6,2025-04-30T20:08:00Z,Pending
A2517,0276,203.25,8,2025-09-05T21:31:00Z,paid
A4507,0742,105.39,5,,Paid
A1159,0683,422.49,6,2025-06-08T09:33:00Z,paid
A1587,0330,190.12,,,PAID
A4274,0487,,4,2025-07-17T15:07:00Z,Pending
A3666,0932,196.11,2,2025-01-16T15:32:00Z,Refunded
A0091,0398,135.51,6,,refunded
A4680,0140,431.21,1,2025-11-22T04:31:00Z,
A4954,0701,347.88,9,2025-11-05T09:04:00Z,Refunded
A3146,0049,422.7,6,2025-12-13T01:20:00Z,refund
A4704,0459,37.26,1,,
A0761,0512,146.58,,2025-09-27T15:13:00Z,Refunded
A3892,0168,489.04,2,2025-01-14T16:56:00Z,paid
A0431,0420,,7,2025-06-14T17:35:00Z,Refunded
A1795,0218,158.03,7,2025-07-27T11:25:00Z,PAID
A1005,0474,430.54,8,2025-03-18T02:32:00Z,paid
A2978,0019,289.41,7,2025-08-22T14:25:00Z,Pending
A4258,0761,400.62,,,
A1037,0954,343.63,7,2025-12-07T14:47:00Z,refund
A0133,0727,362.18,3,2025-01-10T17:59:00Z,paid
A3645,0769,463.04,5,2025-07-08T20:19:00Z,refunded
A1384,0107,410.02,8,2025-11-03T11:57:00Z,paid
A1961,0666,,7,2025-04-02T21:10:00Z,refund
A0719,0674,146.15,6,2025-03-25T18:32:00Z,Pending
A4318,0261,137.92,6,2025-11-21T01:53:00Z,PAID
A1824,0834,490.64,6,2025-11-20T06:43:00Z,Refunded
A0942,0819,209.89,,2025-10-24T14:59:00Z,
A4267,0250,187.45,2,2025-06-20T00:20:00Z,Refunded
A0147,0538,395.81,3,2025-10-04T22:40:00Z,refunded
A3106,0891,290.52,9,2025-04-08T13:03:00Z,Pending
A3117,0424,270.79,6,2025-02-10T17:36:00Z,paid
A1858,0918,396.1,5,2025-08-14T11:08:00Z,Paid
A4305,0559,248.13,5,2025-12-01T10:27:00Z,PAID
A2765,0045,64.03,1,2025-01-06T09:34:00Z,refund
A0211,0042,39.01,7,2025-08-18T22:17:00Z,refunded
A3376,0215,425.42,5,2025-07-07T03:38:00Z,Refunded
A3732,0069,468.6,8,2025-10-11T08:30:00Z,Paid
A1349,0661,281.97,4,2025-01-25T07:28:00Z,Refunded
A2438,0084,33.1,9,2025-03-13T13:31:00Z,refunded
A3514,0381,419.49,4,2025-05-05T05:06:00Z,Paid
A1481,0544,302.89,4,,PAID
A2284,0126,,1,2025-08-17T07:26:00Z,
A0120,0929,358.82,6,2025-03-23T02:52:00Z,Pending
A3043,0814,275.5,8,2025-09-23T03:57:00Z,refunded
A1865,0146,,9,2025-10-19T21:35:00Z,refund
A3208,0157,363.37,8,2025-08-26T06:23:00Z,paid
A1129,0922,356.97,6,2025-08-02T12:56:00Z,Refunded
A3048,0625,469.17,1,2025-01-29T16:01:00Z,Pending
A3712,0455,171.23,8,2025-05-11T16:21:00Z,Pending
A3235,0802,219.04,,2025-07-14T17:27:00Z,paid
A0229,0352,276.3,6,2025-05-22T02:45:00Z,refunded
A2528,0672,54.6,2,2025-09-07T03:57:00Z,PAID
A4694,0876,122.24,3,,
A4296,0848,162.96,2,2025-04-14T17:41:00Z,paid
A1690,0375,393.62,7,2025-09-06T13:23:00Z,paid
A0245,0572,255.86,2,2025-05-06T15:27:00Z,refunded
A0745,0089,468.85,8,2025-11-04T21:34:00Z,refund
A3269,0743,96.12,3,2025-12-21T16:45:00Z,Paid
A2004,0083,123.18,2,2025-04-17T01:58:00Z,Pending
A3900,0335,101.26,2,,refunded
A3752,0345,,4,2025-10-31T12:56:00Z,paid
A0160,0361,372.72,,2025-01-23T21:27:00Z,Pending
A2916,0107,6.96,1,2025-05-24T02:52:00Z,Refunded
A0237,0303,254.11,7,2025-11-12T07:30:00Z,Paid
A4569,0251,181.68,,2025-01-08T03:52:00Z,Refunded
A2380,0885,446.24,5,2025-11-22T04:52:00Z,Pending
A3980,0737,100.02,3,2025-08-10T04:30:00Z,refunded
A3094,0837,147.59,8,2025-07-16T20:26:00Z,Pending
A1529,0463,162.13,1,2025-02-08T14:24:00Z,refund
A2964,0111,43.15,1,2025-07-16T05:37:00Z,Pending
A2643,0724,283.55,2,2025-07-16T19:02:00Z,refunded
A2625,0823,140.57,,2025-04-10T23:46:00Z,PAID
A4854,0322,45.34,3,2025-11-12T21:39:00Z,Paid
A3783,0939,141.0,8,2025-12-20T10:34:00Z,PAID
A1203,0816,14.51,9,,refund
A2361,0609,482.01,2,2025-02-28T16:30:00Z,Refunded
A1177,0617,156.28,9,2025-02-06T16:14:00Z,Pending
A3227,0322,8.78,3,2025-07-29T15:57:00Z,paid
A3237,0305,,9,2025-02-14T23:16:00Z,PAID
A1516,0959,292.34,5,2025-03-01T21:10:00Z,paid
A0174,0660,352.76,8,2025-05-01T10:33:00Z,refunded
A1660,0807,15.62,2,2025-09-03T21:33:00Z,paid
A0893,0014,25.4,7,2025-10-07T18:41:00Z,refunded
A1736,0423,249.76,,2025-02-12T06:35:00Z,PAID
A4464,0445,,3,2025-02-26T12:21:00Z,Paid
A2697,0003,333.74,2,2025-03-10T18:21:00Z,paid
A0663,0804,,2,2025-03-24T07:31:00Z,refunded
A4337,0711,257.66,7,2025-10-05T08:30:00Z,Paid
A1616,0537,364.15,6,2025-02-01T09:15:00Z,PAID
A1568,0721,430.55,,2025-03-16T08:23:00Z,refunded
A1841,0670,215.85,7,2025-02-26T01:48:00Z,refund
A4679,0215,233.09,1,2025-12-09T18:44:00Z,refunded
A3791,0604,,1,2025-04-05T09:29:00Z,Pending
A2091,0397,265.1,5,2025-12-16T20:42:00Z,refunded
A0345,0551,59.53,7,2025-02-02T20:22:00Z,Paid
A3215,0643,302.37,6,2025-10-13T09:47:00Z,refunded
A0506,0589,442.16,7,2025-08-12T01:04:00Z,refund
A2157,0313,194.91,5,2025-11-02T05:58:00Z,paid
A3419,0522,373.13,7,2025-11-10T16:32:00Z,PAID
A3787,0010,473.73,2,2025-09-05T21:41:00Z,
A0264,0864,20.27,,2025-09-27T17:53:00Z,refunded
A4709,0337,467.03,9,2025-01-07T00:07:00Z,Refunded
A4858,0322,288.78,7,2025-11-04T08:04:00Z,Refunded
A3627,0157,195.44,2,2025-04-09T13:38:00Z,PAID
A3085,0192,360.07,8,2025-01-15T21:59:00Z,Refunded
A4341,0466,113.49,2,2025-06-06T20:47:00Z,paid
A0058,0858,450.09,7,2025-09-22T11:23:00Z,refund
A1193,0520,,9,2025-03-08T20:59:00Z,refund
A3024,0954,177.87,3,2025-05-06T04:18:00Z,refund
A1446,0050,408.19,,2025-07-13T02:47:00Z,paid
A4707,0067,266.73,,2025-03-20T06:22:00Z,paid
A0432,0283,117.38,4,2025-05-11T21:22:00Z,refunded
A2503,0519,176.36,5,2025-01-10T00:17:00Z,refunded
A3154,0507,169.3,3,2025-01-04T06:21:00Z,paid
A1183,0081,8.24,7,2025-06-15T03:04:00Z,
A0807,0548,373.0,2,2025-06-17T06:08:00Z,Refunded
A1416,0355,423.85,3,2025-10-26T21:04:00Z,refund
A0397,0391,493.81,,2025-12-14T11:01:00Z,refunded
A0936,0222,313.41,8,2025-03-26T18:31:00Z,refund
A2041,0798,185.88,7,2025-10-09T18:59:00Z,Pending
A2134,0833,459.36,4,2025-08-19T18:47:00Z,paid
A2159,0370,94.92,5,2025-08-27T22:29:00Z,refund
A1904,0083,339.64,4,2025-09-22T05:54:00Z,Paid
A0655,0609,100.29,,2025-07-06T11:54:00Z,refunded
A4154,0084,146.36,4,,PAID
A0599,0018,204.38,6,2025-06-28T04:37:00Z,PAID
A2687,0912,442.71,1,2025-10-28T20:46:00Z,Pending
A4077,0600,78.63,,2025-06-29T00:24:00Z,Pending
A1085,0576,47.7,1,2025-08-28T20:49:00Z,paid
A4898,0149,114.99,2,2025-01-01T13:21:00Z,Paid
A1420,0708,491.67,,2025-05-13T04:29:00Z,PAID
A3597,0271,64.76,5,2025-09-14T19:06:00Z,refund
A2049,0567,420.32,1,2025-04-16T19:43:00Z,
A3967,0258,283.24,4,,PAID
A0170,0055,338.58,2,2025-12-10T11:53:00Z,refunded
A3844,0972,239.13,1,2025-06-07T16:57:00Z,refunded
A1290,0222,300.5,5,2025-04-10T13:12:00Z,
A2726,0549,318.59,1,,Refunded
A4799,0765,73.55,6,,Refunded
A2074,0666,123.68,5,2025-06-07T04:09:00Z,paid
A1347,0105,225.78,5,2025-03-13T07:51:00Z,PAID
A1120,0338,80.91,4,2025-04-23T06:55:00Z,refund
A1221,0729,465.54,1,2025-02-10T05:12:00Z,refunded
A0421,0869,297.38,1,2025-08-31T04:04:00Z,refunded
A1234,0414,283.66,9,2025-08-11T13:34:00Z,paid
A0760,0655,67.25,8,2025-11-30T23:43:00Z,PAID
A1329,0051,187.9,2,,Pending
A4953,0029,247.38,5,2025-04-06T05:06:00Z,PAID
A1889,0121,257.68,3,2025-05-31T20:27:00Z,Paid
A1734,0267,163.07,1,2025-07-03T15:26:00Z,refunded
A2658,0089,156.53,8,,refunded
A0430,0758,489.51,7,,
A4032,0912,296.32,4,2025-03-16T09:19:00Z,paid
A3332,0949,164.19,6,2025-03-01T13:53:00Z,Paid
A0685,0272,130.56,7,2025-02-27T13:21:00Z,refund
A1296,0235,208.36,6,2025-11-07T19:59:00Z,Refunded
A2894,0483,,7,2025-05-03T23:57:00Z,Refunded
A0228,0528,13.09,,2025-04-23T03:37:00Z,refunded
A2605,0635,347.1,6,2025-04-08T14:25:00Z,Pending
A1143,0864,339.74,8,2025-08-17T00:14:00Z,refunded
A1819,0093,144.17,6,2025-11-17T20:27:00Z,paid
A0970,0682,434.17,1,2025-10-27T01:01:00Z,refund
A0864,0652,84.77,9,2025-03-04T10:50:00Z,refund
A3181,0252,,,2025-10-01T16:31:00Z,refund
A4084,0439,442.02,4,2025-06-26T15:56:00Z,PAID
A0347,0987,293.25,4,2025-10-06T19:56:00Z,refunded
A4525,0048,216.93,6,2025-08-27T00:12:00Z,Paid
A4599,0352,,7,2025-12-06T12:02:00Z,PAID
A2431,0416,,8,2025-12-18T20:46:00Z,Pending
A1423,0298,164.94,7,2025-04-26T13:45:00Z,PAID
A3946,0122,475.43,1,2025-11-14T02:06:00Z,Refunded
A1084,0738,298.41,3,2025-04-27T05:55:00Z,PAID
A3560,0531,265.93,,2025-08-25T04:32:00Z,
A4876,0834,228.82,1,,refunded
A1263,0039,121.04,9,2025-09-10T11:06:00Z,Pending
A3364,0767,354.08,5,2025-06-30T12:57:00Z,refund
A1725,0734,395.05,7,2025-11-22T22:49:00Z,refunded
A3115,0846,239.61,9,2025-07-06T20:05:00Z,Refunded
A2758,0980,154.05,7,,PAID
A1106,0112,279.51,,,paid
A0815,0783,446.24,4,2025-12-18T16:07:00Z,Paid
A3881,0712,372.65,8,,Refunded
A0763,0443,188.18,2,2025-05-20T13:23:00Z,Pending
A0209,0342,,,2025-09-14T20:03:00Z,refunded
A4245,0083,,6,2025-06-26T02:24:00Z,
A0880,0655,335.48,,2025-11-26T17:41:00Z,refunded
A4600,0507,323.73,7,2025-10-29T10:02:00Z,
A3245,0609,,9,2025-09-14T08:32:00Z,
A4910,0391,167.93,9,2025-02-17T22:26:00Z,Pending
A2967,0763,413.88,4,2025-09-16T18:46:00Z,Pending
A1906,0239,493.66,,2025-10-15T01:06:00Z,paid
A2016,0860,,4,2025-02-01T22:04:00Z,Refunded
A3391,0455,,4,,Paid
A0278,0311,284.93,7,2025-08-27T10:13:00Z,
A4420,0631,16.8,3,2025-07-18T05:07:00Z,Paid
A2515,0819,179.24,3,2025-02-18T08:48:00Z,refund
A3907,0083,187.03,3,2025-02-03T10:19:00Z,Paid
A2918,0203,172.73,3,2025-05-06T20:45:00Z,Pending
A3285,0223,,8,2025-07-28T08:52:00Z,Pending
A1081,0544,,4,2025-07-25T10:05:00Z,Pending
A1535,0261,60.35,6,2025-04-14T23:59:00Z,Refunded
A2717,0021,12.99,7,2025-10-21T00:32:00Z,paid
A1761,0297,425.14,6,2025-02-03T21:31:00Z,refund
A2886,0582,105.82,7,2025-07-20T01:46:00Z,paid
A4841,0942,213.68,9,2025-04-21T11:46:00Z,Refunded
A2231,0802,185.43,2,2025-12-02T16:04:00Z,Pending
A1164,0379,237.36,4,2025-07-23T21:20:00Z,Pending
A1038,0479,487.84,7,2025-07-23T22:20:00Z,Pending
A2267,0474,171.78,1,2025-11-23T02:48:00Z,Pending
A4773,0284,16.38,1,2025-05-11T21:44:00Z,Paid
A2185,0779,243.73,9,2025-10-31T23:18:00Z,PAID
A0223,0616,392.31,5,2025-10-10T20:20:00Z,paid
A1229,0376,482.38,,,
A0056,0631,130.28,9,,refunded
A4352,0744,230.22,7,2025-08-15T04:50:00Z,paid
A2524,0730,221.28,1,2025-12-18T04:11:00Z,paid
A1491,0524,18.8,,2025-12-03T00:14:00Z,refunded
A1995,0574,290.87,1,2025-09-05T23:31:00Z,refund
A4053,0896,,6,2025-08-24T11:07:00Z,refunded
A4780,0566,436.09,3,2025-09-29T15:41:00Z,refund
A1723,0666,192.64,4,2025-01-17T04:43:00Z,Pending
A2806,0569,77.61,4,,Pending
A4160,0494,450.64,,,Refunded
A3918,0453,247.0,,2025-08-24T16:58:00Z,paid
A0217,0800,5.3,4,2025-08-23T12:37:00Z,
A2713,0021,434.17,2,2025-07-26T21:04:00Z,Refunded
A2708,0442,340.65,9,2025-12-15T20:09:00Z,refunded
A2716,0107,284.15,5,2025-02-12T02:49:00Z,Pending
A0816,0997,28.05,9,2025-09-12T04:31:00Z,paid
A4638,0279,464.61,4,2025-04-08T15:17:00Z,Paid
A1977,0483,427.19,5,2025-09-22T05:35:00Z,Pending
A1173,0294,,7,2025-09-08T22:09:00Z,refunded
A3896,0546,,1,2025-06-22T11:54:00Z,
A4566,0630,362.31,9,2025-07-13T02:29:00Z,Refunded
A1611,0976,316.67,9,2025-04-06T03:40:00Z,Refunded
A3039,0984,287.19,3,2025-08-08T04:30:00Z,PAID
A1461,0986,238.83,2,2025-07-29T23:58:00Z,refunded
A4536,0537,265.59,5,2025-01-30T07:17:00Z,Pending
A1429,0866,312.08,9,2025-08-02T04:45:00Z,refunded
A1830,0224,259.17,4,2025-03-14T14:24:00Z,Refunded
A0226,0273,359.1,2,2025-10-13T02:24:00Z,
A3922,0305,,5,2025-08-16T02:39:00Z,Paid
A4048,0228,290.73,5,2025-12-18T09:20:00Z,PAID
A3355,0235,101.75,8,2025-12-11T15:48:00Z,Refunded
A3614,0428,350.59,1,2025-07-19T15:29:00Z,Pending
A1869,0160,440.36,1,2025-05-28T06:29:00Z,Paid
A1762,0125,,7,2025-11-10T16:34:00Z,
A0076,0139,256.95,,2025-01-31T22:56:00Z,PAID
A0071,0197,128.96,5,2025-10-11T20:36:00Z,refunded
A0207,0003,56.25,,2025-10-02T12:49:00Z,refunded
A2611,0600,143.07,5,2025-11-22T02:19:00Z,Pending
A2867,0065,457.93,6,2025-01-16T16:18:00Z,refunded
A4458,0232,290.36,1,2025-01-07T18:28:00Z,Paid
A4039,0994,107.28,9,2025-01-30T03:22:00Z,paid
A4195,0656,57.07,1,,refunded
A2928,0169,186.31,8,,PAID
A3690,0025,235.97,5,2025-10-19T21:26:00Z,refund
A0132,0542,377.05,,2025-03-23T17:08:00Z,refunded
A4916,0057,324.02,4,2025-03-03T20:04:00Z,Paid
A0383,0389,119.62,3,2025-05-11T07:56:00Z,paid
A1304,0778,327.53,9,2025-09-17T13:09:00Z,refunded
A4696,0531,,4,2025-10-03T08:58:00Z,PAID
A2729,0738,,1,2025-01-10T05:13:00Z,
A0532,0777,7.69,5,2025-04-30T16:37:00Z,paid
A2743,0057,64.0,3,2025-12-22T14:04:00Z,PAID
A1595,0158,34.66,8,2025-05-25T11:50:00Z,refunded
A4494,0682,190.75,2,2025-08-27T23:58:00Z,Refunded
A1072,0045,114.47,1,2025-11-07T04:00:00Z,refund
A0595,0799,261.85,3,2025-06-06T12:09:00Z,
A2734,0835,325.33,3,2025-07-19T22:00:00Z,Pending
A3630,0625,190.36,7,2025-08-14T02:54:00Z,
A0688,0273,93.51,8,2025-07-28T22:52:00Z,PAID
A2841,0178,168.31,1,2025-05-13T12:56:00Z,Pending
A3479,0605,135.39,7,2025-10-12T23:43:00Z,paid
A4413,0024,103.18,3,2025-01-15T04:24:00Z,Paid
A2141,0031,49.5,,2025-04-05T22:54:00Z,Refunded
A3453,0721,274.2,9,2025-05-20T04:39:00Z,
A1466,0142,122.83,4,2025-10-24T13:33:00Z,
A1451,0620,18.78,4,2025-04-18T14:44:00Z,paid
A1731,0601,314.8,,2025-07-12T08:05:00Z,refunded
A4770,0928,69.55,6,2025-07-26T14:01:00Z,paid
A2196,0330,97.97,3,2025-05-08T07:48:00Z,Pending
A1057,0483,30.74,,2025-06-15T05:48:00Z,Pending
A3503,0425,394.07,4,,
A1982,0575,256.53,6,2025-03-12T05:16:00Z,refund
A0756,0079,219.25,4,2025-04-19T06:01:00Z,paid
A1675,0529,475.1,3,2025-12-06T23:11:00Z,Refunded
A3368,0543,,2,2025-11-01T17:37:00Z,paid
A4956,0333,130.32,7,2025-03-18T04:21:00Z,Refunded
A2574,0556,78.49,6,2025-03-31T08:18:00Z,refunded
A0472,0071,351.3,8,2025-05-09T01:28:00Z,Pending
A1581,0065,411.96,9,2025-09-30T05:45:00Z,Pending
A4041,0844,242.9,7,2025-07-04T04:00:00Z,paid
A1385,0571,206.02,1,,Paid
A0882,0267,170.86,1,2025-07-17T05:26:00Z,Paid
A3930,0909,240.77,4,2025-06-05T02:54:00Z,Pending
A2804,0255,152.95,9,2025-08-16T15:18:00Z,
A0427,0251,138.11,8,2025-04-29T06:06:00Z,Pending
A0285,0339,251.42,4,2025-11-07T15:36:00Z,refunded
A2771,0178,181.02,4,2025-07-27T11:53:00Z,PAID
A4977,0238,398.4,8,2025-06-19T02:00:00Z,PAID
A2026,0375,275.75,4,2025-01-20T07:38:00Z,paid
A2268,0851,91.26,6,2025-07-27T05:26:00Z,paid
A4292,0151,,,2025-12-18T10:05:00Z,refund
A4155,0633,383.54,,2025-05-29T20:54:00Z,Pending
